;target;text
275102;0;@Philbradley For Bing on iPhone try http://tr.im/ibing workaround courtesy @nph and Google cache (FWIW: saw your post on Bing earlier 
275601;0;finally got onto the computer freakin people b bo-gaurding the internet! lol blah sleep then diamond bar for dim sum and cue pixs then work 
275676;0;@lbbinc Yep, no Apple Store there.  Technically it should work no problem, but in reality... not so much 
275788;0;*sigh* day job email follow ups have climbed to over 100 again 
276183;0;@Paddymcallister you try going round all the PC's at work I'm stuffy offices. That is truly hotter than the sun 
276962;0;Time to work through emails. should be done by next year 
276989;0;@apollokids i did that a while ago and thought it worked but the internet still works, i got a 700 dollar bill 
277317;0;is working late support today , 10:30-7    Finished posting pics and vids from the weekend on the website: http://bit.ly/mIzSv
278465;0;@robrousseau It ain't working for me  says YouthGames.tv website is temporarily unavailable. Please try back later
278680;0;co-workers gave out my freakin home phone number to desperate male customer. wtff.  stop phoning me idiot.
279070;0;Ok I swear if I leave my PC on I can NEVER finish my studies, gotta head downstairs to do my work. Tweet later... 
279546;0;is having a bad day - email not working properly and looks like the 10km run is off for me 
280555;0;@Willonious I'm bummed that willsongs are blocked at my work cuz they are internet radio   I guess I need to do some digging to listen.
280585;0;Just emailed Super Talent support ie the 64gb SSD for my netbook not working, now showing as JM Loader 001 
281345;0;It's Monday, my body feels it's on vacation,  emails overflow. There is lots of work! And I lost my glasses! It's going to be a long day 
281443;0;@terry_uchida  thats no good. mine keeps turning off when im trying to use it. however the internet is working again!
282420;0;@daringfireball Your links don't work in Firefox 3.5b4 
282451;0;Film of salt on phone this morning is vaguely icky reminder that I really did workout yest - and that I won't be doing it again til Sat 
282581;0;@ScottFairfield ha, one of the reasons i bought a non-glossy MBP, matey! although i'm using a work PC, with big 19 WS monitors atm. 
283171;0;@FrostingJewelry Seriously though, just Googled and got this http://bit.ly/YCqZv - can't fathom how it actually works - not been invited 
283754;0;is sick of all these freakin flies!! And i wanna watch the New Moon trailer but youtube wont work on  my phone 
284319;0;@meyerweb I spent a few years in Mansfield. Those jobs will be sorely missed. 
284703;0;Another phonecall from tea shop, didn't get job, quite unhappy.... 
284950;0;@diabetesalic I don't use Gmail, but my Google reader doesn't seem to be working.  
285106;0;Whyyyyyy!! None of the E3 links are working, stupid internet users all looking at the sametime.. go away and do something else 
286520;0;@FoodStories ouch you just reminded me i once did that with an email - at work 
286878;0;Waiting to board the plane. Frustrated that Safari on my iphone not picking up the wifi providers home page   My ASAS eee works fine
287336;0;@FUCKCITY Sorry I missed your birthday  I wanted to give you a shout out but I worked 15hrs and my phone was dead! Happy Birthday!!
288007;0;@spiderweb55 are you being mean about my tennis again Rachel?  How is a marriage suppose to work when you hate on my sport? 
288206;0;review sesh for finite (kill me now) webwork and studying all night  tomorrow night will be VERYYYY interesting
288271;0;bored out of my mind with no phone :/ and my face book isnt working for som reason  not a happy bunny i can tell u
288463;0;phone is currently not working   work, stupid phone! work!
288949;0;at work and so upset i can't get my phone yet to update twitter 
289242;0;@pork_pie ok... that's crazy... when i clicked the link it went to Google... when I copy/pasted... it worked with all of them. Sorry 
292353;0;nap time, remember day off means day off. even though i've gotten two phone calls and one email work related 
292740;0;the last 2 hrs I've been rebuilding my itunes library just so i can get my #'s in my phone, 3 x's now and it still wont work. shoot me 
293113;0;@byasilverspoon Yup, BlackBerry's only available for businesses  Um, I don't really like the iPhone. I prefer flip phones.
293132;0;@inkybinkybee actually flooa doesn't work for an iphone - your stuck with itunes unless you jailbreak your phone 
293687;0; I want to do homework but  I haven't recieved the email saying which problems to do!
293867;0;surfing the web...depression has set in since I have to go back to work next week! 
294305;0;hates that is phone isn't working..... 
294510;0;My stupid #projectgargoyle wireless headphones dont work while charging ruining my solar shoulderpad plan 
294755;0;"Packing for #bb09 http://bit.ly/BjQft to present Malagasy citizen media's work  during #Madagascar crisis;  meanwhile iphone melted "
295469;0;@Mtkd3 besides is running slow, the mic doesnt work well, and everytime that i want to use the web cam i lose the internet conection 
295667;0;is cutting some checks at the office. Then I'm off to the house to work my inbox until I drop. I really hate email sometimes. 
296315;0;Hmm... Everything is so slow... What's wrong with my mobile internet not working for me...  this sucks
296869;0;Today PCD's concert.unfortunetly i've to work till night,do the unfinished part of my project 
297045;0;@Emmers1974 Yep I see it. Actually I just got my Uber to start working again. It might be my phone  Its being a jerk!
297129;0;1 of my ipods headphone earpieces just broke  now only left 1 works  damnit
300655;0;Just finished learning about boring ass web addresses in Computer Studdies. Having a good day but have no lunch  Yah! No homework, so far.
302058;0;I want--no, need--this issue of Drummer magazine. why won't the website work so I can order it 
302939;0;Firefox and Flock both crashed on an older iMac but still work fine on the new iMac. No new programs. removed and re-loaded no luck 
303165;0;youtube is working in firefox but not safari yet, safari is loading everything else! RAWR internet is still being dumb with a new cable 
303200;0;oh how crazy life is, so unexpected! full of sadness  and joy  im waiting for my phone and still praying for a good job to come my way..
303231;0;Hi everyone....my twitter update not working on my phone...what the heck!!!  
303549;0;@fragileheartxx oh can you send me the review to my email b/c I can't see your site on my phone and my computer is not working  my email:
303579;0;my dog jumped up on the couch to cuddle with me. and then he farted.  GROSS. texting alyssaand brenden and answering work emails. and watching tv.
303649;0;Back in the Ville, without my car!  Getting ready for my summer classes tomorrow and trying to get my damn internet to work...Errr
303896;0;@zoomkennedy It's so true, and yet, I need to get that into my mind. I even worked for Apple! I always said it'd come down to $$$! 
304234;0;@akpoff I feel your pain, I have ATandT for internet at home and work and their network has been painfully slow since last week 
305801;0;I was so exhausted after work today that i passed out and no ones phone calls woke me up (sorry guys!). Now i cant sleep 
307699;0;@Roy_from_it yessir. Nothing works. It vibrates when I get a phone call or text but the lights don't go off. The buttons don't work. 
308525;0;hey...so im still frustrated...internet not working at home yet  but im using it from work he he!
309204;0;i can't fall asleep. i wish facebook would work on my phone 
309362;0;Just checked my work email - I can tell tomorrow is going to be very stressful 
309691;0;@the_duke doh. Google sync? Or proper work exchange address book? Yeah, they're probably perm gone now 
309886;0;At work. Again. And I scratched the screen on my phone 
310513;0;i know i'm probably the only person who notices but the jamba juice website isn't working 
310856;0;nooo internets not working and i need to finish my damn powerpoint!! 
310878;0;@BazDeas As I'm working through countless helpdesk emails, I can't wait to have waves 
311067;0;Accidentally brought the broken pair of headphones to work. Boo! 
311389;0;Gutted phone still does not work  gonna have to be a trip to the t mobile shop me thinks!
311456;0;@ssoun126 I think it's stress and work on the phone all day. dont know how long i can stand this 
311519;0;gonna stay up late re-editing photos for a client. saving for web only FTL. time to switch up my work flow 
311558;0;@PlaneMad Hey the map thingy does not work on my phone. Looks like it requires an external gps unit on bluetooth. 
311690;0;3 hours have gone by and have not been able to get new vid card to work.  Was worried I sploded my PC but at least it still works...
312373;0;Excited that my email works reliably now with secondary DNS and a backup MX. I must have bounced a ton of email last week 
312660;0;Damn !! spam in my work email inbox 
312756;0;Firefox 3.5 Beta 4 and TYPO3: Looks really good but the Clear all cache Button is not working 
313462;0;been ages since my last Tweet! Im chatting to the lovely Paul Potts this week on the programme! and i want to work outside in the sun! 
313672;0;Redoing work I did last night but lost when my PC died  boy does it sting!
313768;0;Dear 5am... I absolutely HATE you today! Why can't I ever get that phone call from work asking me to stay home? I am SO tired!!! 
314144;0;Anyway, back to work - got the yearly email stats report to generate for management... Not exactly fun 
314211;0;Can't get any network at work.  makes it impossible to get anything done. No email is a plus tho.
314302;0;Crashed/Rebooted my PC by attaching an external 2TB drive  By now it's working like a charm... very nice!
314396;0;why is our website so slow today.  its making the CMS unbearable to work with 
314432;0;says Ugh, workwebsite, please load faster. I'm starving.  http://plurk.com/p/xufug
314462;0;two silverlight apps each with their own webservice attached on one host, working one day now not working.  WCF setup is confusing me 
314564;0;@LanAlexander whattt! your watching pcd, argh i hate you   haha am at home studying for business.... GREAT!! Not!
314721;0;now using new 2-way satellite internet connection. It works, most of the time, but you wouldn't mistake it for real broadband 
315578;0;@nicgibb Thanks.  I have to take the battery out to re-activate the phone but twitterberry still won't work afterwards 
316629;0;@hot30 http://twitpic.com/6gdfl - Dude. Link on the website won't work! 
317302;0;I am looking to set up a wireless network that allows me to work by the duck pond - not sure how PCI or SAS70 will view this 
317879;0;@lettieandmike wow thats nice. Sorry it took me so long to reply.. PC problems  Is he buying bulk for resale or just commissioned work ?
319617;0;The internet on my phone has stopped working all of a suddent 
319728;0;@jrgibson1 nope  but maybe I should consider it. iWeb is so much prettier and 'Apple-like' to work with.
320099;0;Computers have been down since b4 I arrived at work. Commission based pay = working for free for now 
320174;0;yay, proxy/firewall broken at work. no internets 
320260;0;Now time to get to work.  200 emails to sort through 
320500;0;Trying to watch the New Moon trailer but my stupid internet won't work!  what to do without the Internet? Any ideas? LIVE. LAUGH. LOVE.
321038;0;Dreamin abt this blasted job!! Hate waiting around for a phonecall 
321345;0;It's hard not working with your best friend and seeing old emails and things like that. We worked side be side for almost 5 years. 
321375;0;It's hard not working with your best friend and seeing old emails and things like that. We worked side by side for almost 5 years. 
321833;0;Dear internet, I have business to do and you aren't working. Unfortunately blackberries can't rule the world yet. 
322237;0;@LiZAmtl ya I fell asllep w phone in my hand again. But my whole body is sore from workin out w my trainer yesterday 
322322;0;Why do I have to wear all black in work! It's boiling! People are not answering their phones! And both cars are permanently steaming! 
322579;0;New website worked great on the Mac at home. On the PC at work?... sheesh  http://twurl.nl/5hvss3
323178;0;Twitter not working well eith Google Chrome...damn 
323216;0;Twitter not working well with Google Chrome...damn 
324092;0;Who can test my site on IE6, IE7, IE8 ? But work on Firefox, Opera, Chrome, Safari, ... Please contact me 
324853;0;@stu_allan hmm, mine is still not working, my vista sidebar gadget shows I have emails but it won't log in 
325172;0;Picking up a cell charger for my old razor, hope it works, Our cell phone is BROKEN! Leaving around 3:30 to take my brother to my dads 
325798;0;ughhh waiting for kayla to come visit me at work!! her faggot little bro told me shes not home  you need a cell phone bitch! lol
325964;0;@DebbieFletcher what is that websites? i can't see  it's not working to me. 
326370;0;i am still sans website. i like the anonymity. i am an internet enigma. but business demands one  can anyone talk me out of this madness?
326381;0;tried the whole day to connect to vrayforc4d http://tr.im/nd1r  Safri, FireFox, Opera...nothing worked    ist das schon die #zensursula ?
326651;0;*sigh* making my vista laptop work on XP is mostly great  - except now my email keeps freezing. 
326819;0;has to edit a few things on a website....why can't everything just work out the way we want it to work out? 
329015;0;why am i broke?! i want my #paolonutini cd!!  i need a job, ASAP!
329388;0;@Zarinah did u need the direct link? i dont think it will work over mobile web 
329430;0;@tiffytits whose lives are you two ruining? Wish I had real internetz and not this gypsy edge network 
329515;0;@virtudude I feel like crying! I'm so disappointed! My mom has a super old PC (XP) but I don't think it will work on that either. 
329548;0;Computer network is baffling. So many options to consider. Mac Network?  PC Network? PC Server w/ Mac workstations. Case management s/w? 
329585;0;@starbucks emailed me to update my goldcard - their site does not work in safari for me so they lost a customer 
331257;0;@rjacobray I missed two.  Of course, I could have Googled them, but I wanted to impress myself with my knowledge. Didn't work...
332658;0;@MariaArcegaDunn When I got that email (at work today) bulletin - my stomach dropped..heart sank..what a LOW. 
332842;0;@kysol I goof around on a G5 at home. At work it's a PC. 
333540;0;@rsbot  is the website working? not for me 
333780;0;@YayMe17 hey dear! How are you? I guess I missed all the fun too...I had a bday dinner party and then couldnt get my internet to work... 
334166;0;Grrrrrr blackberry is stuck on GSM network.. Means only phone will work, no BBM or data.  I am such a tech junkie/nerd, its kinda creepy.
334179;0;@zelkoh The Gossip Girl website doesn't work for me 
336534;0;Why did the Apple Remote stop to work with Keynote? Just a few minutes before the presentation 
337397;0;computer is sooooooo slow! And internet isnt working properly  
337755;0;really wish i could afford a new phone.. 5 buttons have fallen off, the camera's stopped working and the actual screen keeps falling off. 
337968;0;@BeirutNightLife I use Apple Mail personally, but at work the option is limited to MS 
338352;0;crrr...! my mobile phone does not work properly! calling out works fine but when calling in a message says dialed number would be wrong 
338527;0;Just checked my own position in #Google UK for #SEO and I am down to number 3 from 2  http://bit.ly/dCQk from over 9 million results
338597;0;another headphones just died on me(Senheiser at work)  that's third pair this year alone. fuck (pardon my french). I am headphones-cursed.
339027;0;Still looking for email. no NAS map so recovering 4GB via tcp/ip, screensaver barged in + crashed everything, only twitter still working. 
339151;0;Balls. Left my nice shure headphones in my desk at work. crappy ones for me today 
339669;0;@habzamaphone awww mate that sucks  maybe have a nap this afternoon? worked for me yesterday
339791;0;Back to work  sneaky twittering on phone!! Enjoy ur day everyone Xx
340408;0;No I haven't lost the browser plot... I need to make sure new NLC website works and displays correctly in IE6... So a day of use it is 
340580;0;@greyemea just visited your web site: the intro brings up an error and your contact email doesn't work 
340824;0;My webhost lost my new site layout and a whole month worth of work. Wow. This Sux! 
341178;0;half day at work today yaaaay, shame I have to spend my free time making phone calls 
341390;0;@El_Stocko I can login from my work and home PCs.  But have lost ability to login to m.twitter.com from mobile.  
341903;0;@sethpiper I can't get the link to work  Seems to be a bit problematic having a web address that starts with a -
341977;0;@l0zza Aww, you in college  I'm sat working on some Computing papers and responding to emails lol.
342567;0;can't get twitter to work on my phone. this is so frustrating! 
342610;0;Needs to do some work but the amount of actual spam emails is starting to take it toll! 
342828;0;is officially sick.. Yuck  def not ready to go to work.. Not going to  be a fun day with a sore throat and answering the phones..
342911;0;@eBeth, sounds good,but only having the net on my phone when in work limits my involvement 
342990;0;@websalto hey just a friendly one to let you know none of your links work 
342993;0;@tapatmywindow twitter doesnt like to work on my phone no more  Ill go check out the lineup now 
343583;0;is trying to book tickets to Terminator for tomorrow night but the Odeon website doesn't work properly 
343587;0;busy day at work, every1 seemed to phone today. had forms and translation to do...did nothing!! too bad 
344118;0;I'm workin on makin a web site or sumthin. Got sick today now I'm at home. 
344582;0;Naturenet main website is down. Email probably too. Likely to remain down for a few days it looks like  Sorry, working on it.
346239;0;@JamiesComputers Ex designer spec, but probably robbed of all working parts - so just shells really (lol) want em..? Prob not 
346922;0;nice to see my latest website works on at least 4 browsers, fonts look grim on pc though, ...can't have everything.. 
347531;0;Shirts are available on sale...website not working yet...bummed      check out MySpace/bringthemhomeinc to check shirt
348359;0;All the design jobs local to me are web based  I dont do web design.. think its time to learn CSS :/
349023;0;Fwah. Working all alone again today...it's going to be boring. Wish I could still use my phone at work to chat with people 
349149;0;@alisabetita nope  cause they said it wont work in my laptop.but i can play it in our PC but the monitors broken ( i wanna play already!
349284;0;Writing worky emails, no coffee left  and getting ready to start set up for my Wilco poster. Printing this week!
349310;0;@_hb nice tip about the technet sub, won't work properly in Firefox 3.5b on Ubuntu tho', it doesn't even like IE6 thru WINE  #WINE #Ubuntu
349521;0;A quarter of my cell phone screen is no longer working  at least Soraya brought Breaking Dawn for me which totally brightened up my mo ...
349641;0;We have had two power outages at work. I don't know if we're on the grid or auxiliary power right now. Computer reset third time today. 
349721;0;@chuckcreekmur that was the first thing I signed up for during internet week, onsite client job might cause me to miss it  is it today or
349799;0;Just received a pretty scary phone call... I'm sorta in freak-out mode. Apparently my position is not 100% secured here. 
350811;0;@itsmachupicchu I hate work spam! I get daily emails from Skillpath Seminars. 
350841;0;@Squigglicious Catching up on my PFA epsiodes while working, and I just realized that I missed the deadline for the voicemail message! 
351647;0;@donnieshostess no email  what address did u send to? Want to work w us at our real job?
351821;0;Evening, I so wanna book a show on reach for tomorrow before I go away....shame the website aint working 
353807;0;too many emails coming in... back to work now 
354636;0;http://twitpic.com/6mb2e - ha ha. testing out twitpic on my phone. guess it works, but no text 
355564;0;Can't send emails all of a sudden from my phone. Thanks MediaTemple.  Mail app on Mac works just fine
355568;0;caxixi!: Grilo I need to talk to you today and your phone is not working 
356162;0;@69eyesofficial - The Radio Rock player won't work for me on the website. Is it because I'm in the UK? I am very sad 
356499;0;I just skipped work this morning thinking it would be ok since everyone does it except for me... and I just got a phone call from da boss 
358878;0;It should be awesome - if you are around London tomorrow take a look at their website for details. Unfortunately, I'm working so can't go 
358922;0;Ugh, called in 1 day from work and today my desk is covered w/paperwork along with a shh load of emails to reply to!! Can u say regret  
358994;0;is going to need to go into Bristol tomorrow I think, I need a sodding cable for my headphones   Gah, it's bent and one side don't work
359017;0;Damn AT and T and their data network problems -  Cant log with my Blackberry 
359252;0;@chartreuseb  Cheaper to subscribe to the magazine than the website.  Great business model ESPN  
359383;0;I'm really tired. Waiting for Austin to come over. My internet isn't working really well. 
359485;0;@shakastef.. my coworker just checked.. couldn't find an app on the iphone for gmail chat 
360801;0;Computer is here and setup, I'm off work and loopy. Sadly, no internet on it until Tuesday night. 
360818;0;@rockstarla90 sorry we're playing phone tag  theatre, work and Eric are keeping me on lockdown
361081;0;@RemoteHlpExpert I use firefox but it's not working on IE, or Google chrome either.    Maybe i deleted a driver?
361547;0;my phones broken  still works i just have to wiggle it a lil (pause?)
363025;0;aaah! so mad at my phone! the speakers are broken so I missed the call from my only friend! now she's working so she can't call back 
364706;0;Wish I could sync iCal w/ my BB Bold  PocketMac doesn't work and neither does MissingSync. RIM, please make Desktop Manager for Mac ASAP!
364997;0;@YoungQ Wish I could but it doesn't work on my phone  Will be back on Sunday though!
365277;0;@beingnobody the spotify people are apparently working on a iPhone/Touch app. Though i can't really see Apple allowing it 
365450;0;downloaded twitterberry off my phone but cant seem to get it working  guess its back to SMS
365725;0;IX hosting email not working 
365801;0;584 email in work inbox. Might be time to clean it up a bit. 
365993;0;internet on safari isnt loading at all or looking up addresses, email and everything else still works. any advice?  
366045;0;okay i am leaving again..i still don't feel good   maybe later...don't call me..my damn phone doesn't work...boo
367420;0;Jus when I wanted to come home and watch some good online tele, the web doesn't work.  damn!
367822;0;@Tinker_belle I tried the internet, cupcakes, home cooking, dogs and cats trick. If that didn't work, nothing will. 
367901;0;I only just woke up and i am already bored  James is working, and my buddy's phone is off.. what the hell am i going to do?
371986;0;@pw_cc_runner   hehe yeah i havent been on the internet much.. but i have been working  sadly... whatcha been up to?
372616;0;I just spent four hours working on a website template..... Its not finished yet tho 
372987;0;baaah! i'm trying to verify my phone, but either my phone or Twitter is bein a jerk cuz its now workin 
372998;0;My manager is yelling at me for twittering at work...i'm about to get my phone taken away!! 
373759;0;@ate8bit: Tethering my phone's mobile Internet works for now, but my #freifunk users have a much bigger problem now since the GW is down. 
374057;0;@bing How do you add a business to the local business feature? I know with Google you register, couldn't see what to do for bing 
374141;0;woke up sometime back. Realised her phone screenis getting worse  and has not studied for labour.
374741;0;long night at work, bed, then work in the a.m.  Got a new phone finally, need numbers!
374939;0;Spent 20+ minutes trying to get the Google Chat to work with my webcam... unsuccessfully   Will accept all advice...
375407;0;worked on schoolwrk @ ihop lol. sadly no kimmy tomorrow. saw UP in 3D. SQUIRREL! my phone is being weird.... 
375911;0;Need to get a new phone tmrw cause the stupid ok button is starting not to work! 
375924;0;@bradiewebbstack are you a home handy man?? Coz I'm trying to put together a desk...and it's really not working  HELP?!?!? Xx
376120;0;@hmtangx panda! my frostwire wont connect to the internet!! sand  i allowed it in the FIREWALL thingy. but still doesnt work  HELP..
376207;0;Dropped phone in toilet.  Main button on iPhone not working. 
376262;0;I dislike instances in which I compose emails and then send them without subject lines. Especially when work related 
376341;0;and my phone has not gone off at all  just work related.. this sucks man 
377037;0;So I meant to be productive today: go to the gym, look for a job, work on my website. But instead I went to ruby tuse and ikea with mom. 
377793;0;@poker_gal There's something wrong with my network    ,I can't  visit the Twitter directlyï¼so I use http://itweet.net/web/#  insteadâ¦â¦
377878;0;my phone broke AGAIN   wants to cry.Dont know what happen was workin great with a new screen and well now it just lights up and no pict
378547;0;sitting on the side of the road, lap top on my lap (funny that) checking my emails. Strange I know, internet still not working @ my house 
378837;0;On webcam with new specs: http://yfrog.com/052psj Result of taking an unwilling day off work.. Mum left w/o me! 
379241;0;stupid twit pics not working on my phone 
379351;0;off to my cousins wedding in the middle of nowhere in dumfriesshire.  So remote even my phone doesnt work 
379620;0;@bellzluvedz sis, I quitted on Friendster  IDK Why haha. I guess its too lazy?? I think Friendster's not working well on my Computer 
380152;0;chillin at dell's, my internet aint workin 
380512;0;Can't upload any pictures in Horses and Sports from my pc- browser (Firefox and IE) immediatly drops down - any ideas? Other pc works 
382343;0;i want a new phone....mine works badly 
382403;0;Jesus. The time. My trackball and menu buttons won't work in some areas of my phone  Tonight sucks, all told. I guess this is where I sleep
383093;0;@Wrestlevania if only it would work on my PC  I keep getting this mysterious steam error message: This game is not available right now
383551;0;damn I promised myself I was going to do no work this weekend, but I got bored waiting for the footy and started the phone audit 
385115;0;I run a non-profit website. That's not the way I planned it, but it's the way it worked out 
385173;0;Sims 3 for #iphone is great for about 5 mins then crashes everytime - like clockwork! Grrrr at AUD$12.99 not impressed EA!!  #sims3
385483;0;@spbloom The Banks, ACMA and AHTCC have been doing a good job, IMHO, getting the numbers shut down. But it's a relentless cat'n'mouse game 
385701;0;by the way, i thought id be able to get all your twitters sent to my italy phone but it wont work 
385771;0;I wish I had a smartphone so I could check my twitter page at work. now I can only post, I can't read anything. 
386421;0;@belladonna20 I managed to cheer her up again though - so crisis averted. Phew!  Not sure about tonight yet, have website work to do 
388533;0;Breaking my cardinal rule - No working weekends - but got to sort out the website - healer heal thy self  - beach tomorrow 
389366;0;bc ticketmaster doesn't work, phone lines are busy, and my brother still sleeping...I'm giving up. No tickets for me 
390088;0;SERIOUSLY looking 4 input on MS CRM 4.0  didn't choose it, gotta work w/it   HTML showing up everywhere in email activity report -anyone?
391002;0;@Blackberrygirl7 A. i wish i was napping by Chris Mays pool but i am at work   B. ppl here make me nuts!
392244;0;Grrr can't get my website working 
392552;0;is thinking it is about time to get her own internet because the net works for like an hour a day max and not even on my comp  :'(
392931;0;Relaxing in the hotel. Without a phone for the weekend  Apparently sidekicks dont work in the U.P.??? What am I gonna do??
393200;0;working on my epistle project! Hopefully I'll get to look for a new phone later 2day, since my old one broke yesterday. 
394976;0;Great my phone just stopped working and is holding up our trip 
395031;0;Shit i forgot my phone cant make calls. so im stuck waiting outside of my work till someone opens the door 
395095;0;@piscesgirl307 Its not working.. it wont even let me dial a phone number. I was trying to call Stefanie.. 
395244;0;Soo sleepy. Really wish I could take a nap...but I left my phone at work so I'm afraid I wouldn't wake up 
396211;0;Dude, it sucks ! Ne, the web is working sooooooo slow 
398559;0;@GGSerena  the GG website doesn't work here either 
398971;0;At work waiting on boo to pick me up because we have reservations at the Hard Rock. However my phone is off and his is dead. 
399988;0;TRying to upload new apps to my BB, not working  stupid phone!!! :@
400257;0;Hard drive failure on my MBP. At second Apple store of the day. HDD has to me replaced  Thank God for Time Machine backup. Hope it works!
401780;0;@shannon_anicas the email thing doesn't really work on my phone  thnx for the suggestion though
402658;0;Just got a palm pre. First website I visit http://fora.tv/ sign in, click a program, no flash warning  But click download and it worked!!
402699;0;@mommyinsider We tried to register on your website, but there is a broken link!  It isn't working. 
404218;0;hmm ok so its not twitter berry its internet on my blackberry why wont the twitter for blackberry applications work for me 
404616;0;Hmm, Twitter updates to my phone don't seem to be working. Also: my parents have better internets than me - what a waste 
405075;0;ended up having to do some work to get a new website up. and i was going to go biking 
405276;0;is annoyed our network is down for iphones... grrrr. Epitome of modern inconvenience!  not happy jan!
406658;0;Ms. Brokaw... please tell the girls I no longer have access to the web from work  so keep me company on twitter pppppppppppppplzzzzzzzzzz
407653;0;@Tiwaworks with what? No cam phone and my real camera has been missing for two weeks now 
408216;0;the good news is I got webcam recording working! the bad news is it writes like 16 gigs per day 
408333;0;my tweets from my phone didn't work throughout the contest 
408512;0;@intellecthigh Wow.  It's so sad that I couldn't work up the courage to order a pizza over the phone until I was well out of the house. 
408567;0;I'm kinda sad cos my crazy fast web browser on my phone has stopped working.... Depresseedddddddddddddddddddd 
409898;0;Big day working on the home office.  Carpet is down, furniture is in, PCs are set up and cables are organized. Still having server issues. 
410288;0;I am trying to figure out m.slander.net...Twitter Mobile does not work on my phone (bummer) 
410316;0;I am trying to figure out m.slander.net... Twitter Mobile does not work on my  phone (bummer) 
410427;0;I am trying to figure out m.slandr.net... Twitter Mobile does not work on my phone (bummer) 
410512;0;turning twitter off my phone for a bit so I can concentrate on my work. 
411114;0;Submerged my phone in water in a pool accident. Its only working in bursts of texts. Will need numbers tomorrow.  oh anddd GO WINGS
411563;0;@PCPMarauder I am so proud of you! You are working this twitter thangg  But not that many people use this  Sad!
411691;0;Watching titanic and working on the website tryin to be productive sucks 
411972;0;Thinks Apple's timing for a job interview couldn't have come at a worse time 
412660;0;My broser does not displey the only website I need to work on, Everything Demi..... 
413373;0;@kristimcarlson i'd luv to but i got no inet at home  how 'bout emailing me the story? I can check @ work
413596;0;@alyssacastiglia i worked all today and then i was supposed to hang w/ someone and i think his phone isnt workin b/c i didnt get a txt back 
414156;0;argh..the RAM from PowerPC G5 doesn't work in a new Mac Pro????? tis is sad. 
415150;0;phone is shut off and Internet isn't working.  it's been kinda nice to be disconnected from the world.  I miss Lewiston 
415254;0;@Ashley_Dough oh no  headphones don't work either? 
416323;0;boyfriends cell phone is off. i know he's working on his sermon.... but i want to say hey and check in with how the rest of his day went 
416425;0;working on @Digital_Gurl 's design  Firefox Safari Google Chrome all worked except IE 
418045;0;@TravisFessler it didn't work i have them saved on my phone but it doesn't show up on the website 
418376;0;@neondecember: The only 'working' phones in my house need charging. All that's left are the phones that last for five mintues.  Fail.
419565;0;@DestinySports twitpic doesnt work with my phone 
421341;0;@Crissy2Prissy so wha di new baby lookin like? u took any pics. and i tried to respond to the pookster email, didn't work 
421733;0;Checking out Google Chrome for Linux. Hmm All the sites are working pretty fine now. I guess Firefox is the culprit then. 
421994;0;working with karen on our new clothing line. my eyes are killing me, im in need of coffee ASAP ! 
423001;0;@Rie_H Yep, that Blackberry.   I was trying to download something. and... now it is working but still acting strange 
423708;0;Spilled strawberry mango margarita on my phone....still works! Missed a bunch of tweets while it was off tho.... 
425917;0;my phone isn't working here and i don't have a credit card to make a call and they won't let me make collect calls  and i was switched 2
425950;0;@ms_montgomery well aparantly when u get SMS, u reset ur phone and it will work but I hvent got SMS yet. Sarah got an SMS last week 
425981;0;@steno the social network usability principles link is listed with Google Blacklist. Might want to get them to fix it. 
427060;0;rom web         @bryan_viper i know! can't go till hub gets home from work tho. 
427517;0;Watching the Mets game and working on a paper about programming languages.  Feeling quite sick as well 
427917;0;IN DESPERATE NEED FOR IPHONE MONEY (srsly, me needs a phone that works!  ) AND ITUNES MONEY! :O
427950;0;Been thinking of making an iPhone app for all of the Art History content I am working on. Apple would reject it: Too much sex in Art 
427989;0;IN DESPERATE NEED OF IPHONE MONEY (srsly, me needs a phone that works!  ) AND ITUNES MONEY! :O
428091;0;I've blown a fuse, the tin opener doesn't work, the doorbell has gone flat and the flaps come off my letterbox! I need a handyman 
428133;0;@TamzyTheWeresol My internet grind to a halt whenever I try to upload something. My speeds are terrible 
428280;0;Windows Vista SP2: internet access with fix ip address still won't work  DHCP works flawless. #vista
429068;0;Finally back after almost 48hrs without internet-connection... It's so annoying when it's not working properly 
429158;0;@mjnewham lol lucky u with starbucks Im stuck with instant coffee  Im working atm but when I get home Im sortin out a forum for my website
431351;0;christina says her internet should work, i neeeeeeed to check my myspace! 
433064;0;sundays depress me.. is the economic crisis really so bad that people can only access the internet from work? 
433639;0;@dbess340 hey!! i still havent gotten  uber to work on my phone so i gotta twwet usin da net n its too much too keep up with 
433997;0;@ToniaMBartz i had them before verizon and their phones didn't work as well here in ga. verizon has good coverage, just can't switch yet 
434331;0;I don't know what's wrong with my email ain't working is been like these for the last 2 weeks WTF!!! 
434391;0;does not like it when all my hard work programming the Sunday service slides gets messed up by someone deciding to change the fon't size 
435126;0;website not working... now troubleshooting 
437089;0;I offered a one-day-workshop yesterday: web 2.0 for language teachers. After lunch no internet access 
437397;0;@dentaldiva1 Probably tonight I think I got it working on my Blackberry but I need to get off twitter and do some work in the real world 
437719;0;Settling down to dinner with the family and a nice quiet evening before the return to work tomorrow.  100 emails down about 250 to go! 
